歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
Untitled,大小说家,"
				Untitled

Will you be my lover?
Will you be the one?
Will you be like no other?
For how long?

Oh yes I'll be your wild flower
Grown through the concrete street
And born to the backbeats of the stars

And yes I'm just a stupid guy
Crushed like a butterfly
Dead-eyed at the drive-by
In a car

And like flies on a windscreen
And like insects in glue
We could stick together
If you wanted to

And yes I'll be your wild flower
Grown through the concrete street
And born to the backbeats of the stars

And yes I'm just a stupid guy
Crushed like a butterfly
Dead-eyed at the drive-by
In a car
				",林宥嘉,"Anderson, Oakes, Suede",Suede,Suede,263,1049
勉强幸福 (Demo),大小说家,"
				感谢妳记得我的生日 却好像忘了为谁庆祝
那些唱片他可能喜欢 妳是否送错礼物

妳问我要多少支蜡烛 还想要什么样的祝福
这蛋糕那么甜 妳一定做得很辛苦

我就是爱妳傻乎乎 谁在乎
因为我们一样的胡涂
介意不来 只有配合演出
所以我只能笑 不能哭
难得妳不觉得屈辱 陪我一起 品尝这勉强的幸福

享受着他钟情的音乐 欣赏着妳一脸的满足
妳说我神情有点恍惚 我说听得太投入

在这终身难忘的生日 不知道谁更铭心刻骨
我还真舍不得 结束这浪漫的错误

妳只是爱得傻乎乎 谁在乎
因为我们一样的胡涂
介意不来 只有配合演出
不管多勉强只能笑 不能哭
难得妳还没弄清楚 陪我一起 品尝这勉强的幸福
				",林宥嘉,林夕,郑楠,,1879,1042
I Wish You Love,大小说家,"
				林宥嘉 

 I Wish You Love

 作词：Albert A. Beach
 作曲：Léo Chauliac / Charles Trenet

 I wish you bluebirds in the spring
 To give your heart a song to sing
 And then a kiss, but more than this
 I wish you love

 And in July a lemonade
 To cool you in some leafy glade
 I wish you health
 And more than wealth
 I wish you love

 My breaking heart and I agree
 That you and I could never be
 So with my best
 My very best
 I set you free
 I wish you shelter from the storm
 A cozy fire to keep you warm

 But most of all when snowflakes fall
 I wish you love

 My breaking heart and I agree
 That you and I could never be
 So with my best
 My very best
 I set you free

 I wish you shelter from the storm
 A cozy fire to keep you warm
 But most of all when snowflakes fall
 I wish you love
 But most of all when snowflakes fall
 I wish you love

 [00:00.00]I Wish You Love - 林宥嘉
 [00:07.00]词:Beach Alberr Askew\Trenet Charles Louis Augustin Georges
 [00:14.00]曲:Trenet Charles Louis Augustin Georges
 [00:21.00]
 [00:27.22]I wish you bluebirds in the spring
 [00:34.08]To give your heart a song to sing
 [00:41.06]And then a kiss, but more than this
 [00:47.32]I wish you love
 [00:50.30]
 [00:54.29]And in July a lemonade
 [01:01.37]To cool you in some leafy glade
 [01:07.96]I wish you health
 [01:11.25]And more than wealth
 [01:14.40]I wish you love
 [01:18.06]
 [01:21.34]My breaking heart and I agree
 [01:28.46]That you and I could never be
 [01:35.55]So with my best
 [01:39.16]My very best
 [01:42.06]I set you free
 [01:49.23]I wish you shelter from the storm
 [01:56.42]
 [01:57.25]A cozy fire to keep you warm
 [02:03.92]But most of all when snowflakes fall
 [02:10.68]I wish you love
 [02:15.41]
 [04:07.83]My breaking heart and I agree
 [04:15.03]That you and I could never be
 [04:21.33]So with my best
 [04:25.26]My very best
 [04:28.46]I set you free
 [04:35.49]I wish you shelter from the storm
 [04:42.13]
 [04:42.71]A cozy fire to keep you warm
 [04:49.59]But most of all when snowflakes fall
 [04:56.98]I wish you love
 [05:03.20]But most of all when snowflakes fall
 [05:11.13]I wish you love
 [05:20.74]
				",林宥嘉,Charles Trenet/Albert A. Beach,Charles Trenet/Leon Chauliac,,856,1024
关于我MVSomething About Me,感官/世界,"
				关于我 关于我 你知道什么
我的快乐 我的忧伤
我的理想和寂寞
关于我 关于我 你知道什么
我的来头 我的去处
我的过程和结束
关于我 啊 我
关于我 啊 我
				",林宥嘉,童大龙,刮胡刀,,1975,1091
解High人MVThe Spoiler,感官/世界,"
				林宥嘉 - 解High人 
 曲：Roger Joseph Manning Jr. 
 词：陈信延 
 全球狂欢 偏偏我要 和我独处 
 全民排队 可我好想 脱离队伍 
 搞笑节目在播 为何 眼眶溢出瀑布 
 搞不清楚 如何自处 才不会白目 
 宝贝坐下来 让我说明白 
 我好想对你坦白 却害怕你乏味转台 
 若是静下来 把我看明白 
 是不是就无意外 担保获得你的宠爱 
 快要合照 偏偏我要 躲到墙角 
 快要合唱 可我好想 低声祈祷 
 时间太少 来宾太吵 谁来听我心跳 
 我只听到 我只照料 我的需要 
 宝贝坐下来 让我说明白 
 别嫌我不够厉害 太煞风景解你的high 
 若是静下来 把我看明白 
 万一我还想作怪 你难道能见怪不怪 
 快乐快半拍 悲哀慢半拍 
 慢吞吞徘徊 在民调之外 
 爱我不可爱 恨我不够坏 
 我也很无奈 让人解high(真的解high) 
 扫兴的天才 (人见人害) 
 不要把我 想成那样 从来不是众望 
 谁要对我 寄予厚望 谁就失望 
 我要说明白 秒针却太快 
 就这样沦为公害 万众集体把我淘汰 
 若是说明白 原来不精彩 
 像蚂蚁没有名字 大众脸你喜不喜爱
				",林宥嘉,陈信延,Roger Joseph Manning Jr.,Roger Joseph Manning Jr.,2686,1084
看见什么吃什么MVYou Are What You Eat,感官/世界,"
				穿裙子的男生 举哑铃的女生 中间的众生 我都不用太熟直接生吞
劲爆的肉身 和贫血的灵魂 贯彻博爱精神 大开食戒无所不能

Hey Boys挑什么 看见什么吃什么
Hey Girls等什么 吃坏好过没吃过
Everybody忍什么 前面那个好香喔

吃最补的唐僧 吃最毒的烂人 不吃不可能 知道他们会含什么养分
Oh Oh Oh Oh Yeah 饮食要均衡 我爱素也爱荤 一网打尽好歹不分

Hey Boys挑什么 看见什么吃什么
Hey Girls等什么 吃坏好过没吃过
Hey Hey Boys挑什么 看见什么爱什么
Hey Girls等什么 饿着反正也饿着
不管人鬼神猪牛鸡鸭鹅
大开食戒不放过 Yeah

Hey Boys挑什么 看见什么吃什么
Hey Girls等什么 吃坏好过没吃过
Everybody忍什么 前面那个好香喔

Hey Boys挑什么 看见什么吃什么
Hey Girls等什么 吃饱就不寂寞
Hey Hey Boys挑什么 看见什么爱什么
Hey Girls等什么 偏食的小孩难进天国

Hey Boys挑什么 看见什么吃什么 Hey Girls等什么 你敢吃什么 你就超越什么
				",林宥嘉,黄伟文,韩星洲,吕绍淳/韩星洲,5840,1088
耳朵MVDeaf In Love,感官/世界,"
				作曲 : 陈小霞
作词 : 姚若龙
太亲密的关系 像不像海底
看着温柔的草 美丽的鱼
屏息太久 一瞬间快不能呼吸
秘密会不会是某种氧气

有没有一种孤僻能被允许
当着最爱的人 面无表情
躲在自己的世界 混乱或战栗
就是单纯的不想被干预

翻完我的简讯 我的信
能不能 顺便翻翻我的心情
我们有隔间不同的心灵
所以有动线不同的情绪

当爱情只剩嘴巴 少了耳朵
就变得你只相信你猜测的
当感应在你我之间不再流动
该怎么说 没死不代表活着

当爱情只剩眼睛 少了耳朵
就变得你只看到你怕看的
我努力越解释 你越流泪激动
但有些事不仔细听 不会懂

翻完我的简讯 我的信
能不能 顺便翻翻我的心情
我们有隔间不同的心灵
所以有动线不同的情绪

当爱情只剩嘴巴 少了耳朵
就变得你只相信你猜测的
当感应在你我之间不再流动
该怎么说 没死不代表活着

当爱情只剩眼睛 少了耳朵
就变得你只看到你怕看的
我努力越解释 你越流泪激动
但有些事不仔细听 不会懂
				",林宥嘉,姚若龙,陈小霞,,8269,1302
飘MVGone With The Wind,感官/世界,"
				我看着天上一朵云飘着  那风呢 
我听着风里一首歌哼着  而你呢 

在花与花和你拥抱的草原 我笑着 
在夜与黑和我独处的房间 你哭了 

你爱上风中的歌 用什么交换都值得 只要快乐 
晴天里我为你放歌 阴天里我沉沉睡了 而你离开了 

在花与花和你拥抱的草原 我笑着 
在夜与黑和我独处的房间 你哭了 
终于沉默代替我们 就像风吹来云飘走了 

你爱上风中的歌 用什么交换都值得 只要快乐 
晴天里我为你放歌 阴天里我沉沉睡了 而你离开了
				",林宥嘉,黄建为,黄建为,王治平,2908,1080
说谎MVFairy Tale,感官/世界,"
				是有过几个不错对象
说起来并不寂寞孤单
可能我浪荡 让人家不安
才会结果都阵亡

我没有什么阴影魔障
你千万不要放在心上
我又不脆弱 何况那算什么伤
反正爱情不就都这样

我没有说谎 我何必说谎
你懂我的 我对你从来就不会假装
我哪有说谎 请别以为你有多难忘
笑是真的 不是我逞强

我好久没来这间餐厅
没想到已经换了装潢
角落那窗口 闻得到玫瑰花香
被你一说是有些印象

我没有说谎 我何必说谎
你知道的 我缺点之一就是很健忘
我哪有说谎 是很感谢今晚的相伴
但我竟然有些不习惯

我没有说谎 我何必说谎
爱一个人 没爱到难道就会怎么样
别说我说谎 人生已经如此的艰难
有些事情就不要拆穿

我没有说谎 是爱情说谎
它带你来 骗我说 渴望的有可能有希望
我没有说谎 祝你做个幸福的新娘
我的心事请你就遗忘



制作人：王治平
和声编写：梁世达
吉他：王治平
Drums：黄显忠
Bass：谭明辉
执行制作：张简君伟
和声：梁世达 / 梁世韵
录音师：马丁 / 柯宗佑 / 叶韵轩
录音室：华研猛蛋录音室 / 杨大纬录音室 / 白金录音室
混音录音师：杨大纬
混音录音室：杨大纬录音室
				",林宥嘉,施人诚,李双飞,吕绍淳,140446,25482
心酸MVHeartbreak,感官/世界,"
				走不完的长巷
原来也就那么长
跑不完的操场
原来小成这样

时间的手 翻云覆雨了什么
从我手中 夺走了什么
闭上眼看 十六岁的夕阳
美得像我们一样

边走边唱 天真浪漫勇敢
以为能走到远方
我们曾相爱 想到就心酸

人潮拍打上岸
一波波欢快的浪
校门口老地方
我是等候堤防

牵你的手 人群里慢慢走
我们手中 藏有全宇宙

闭上眼看 最后那颗夕阳
美得像一个遗憾
辉煌哀伤 青春兵荒马乱
我们潦草地离散
明明爱啊 却不懂怎么办
让爱强韧不折断
为何生命 不准等人成长
就可以修正过往
我曾拥有你 真叫我心酸
				",林宥嘉,施人诚,丁世光,丁世光,81287,14824
唐人街China Town,感官/世界,"
				撒把葱花加个蛋 不在扬州的炒饭  
心里正在怨都快关门 谁还未买单 
你说馄饨卖不完 正好拿来作晚餐  
我看著窗外的珍珠港 配乐是偿还 

逛一条随机的街 (柏林或米兰的街)  
找一种注定的感觉 (噢就是这里的感觉) 
我不惜环游全世界 踏破了铁鞋 来赴这前生之约 

找一条有你的街 (开罗或京都的街)  
找一种回家的感觉 (是时候停下的感觉) 
传说中的归根落叶 曾经多不屑 原来最渴望的 不过这些 

熨着别人的衬衣 想着我们的孩子  
叫什么名字 小珠桃子 还是Naomi  

逛一条随机的街 (柏林或米兰的街)  
找一种注定的感觉 (噢就是这里的感觉) 
我不惜环游全世界 踏破了铁鞋 来赴这前生之约 

找一条有你的街 (开罗或京都的街)  
找一种回家的感觉 (是时候停下的感觉) 
传说中的归根落叶 曾经多不屑 原来最渴望的 不过这些 

大红的灯笼高高挂 处处是古董和字画  
虽然很廉价 总算像个家 

普天下的唐人街 (普天下的唐人街)   
都是个巨大情意结 (牌坊后华丽的幻觉) 
可是你飘泊在天涯  一万零一夜 一定想回家过节 

在一条陌生的街 (华沙或首尔的街)   
种一种熟悉的感觉 (流浪将因你而终结) 
我已经环游了世界 踏破了铁鞋 是时候过一些 平凡的夜
				",林宥嘉,黄伟文,西楼,西楼/JerryC,6740,1528
歇斯底里MVHysteria,感官/世界,"
				林宥嘉 - 歇斯底里 
 曲：Terrytyelee 词：陈信延 
 情绪high到最高点 
 紧绷的脊椎 就像马上要断的弦 
 悄悄话要用丹田 否则观众会听不见 
 心跳要提高分贝 求个天崩地裂 
 别怪我天生太热血 把梦变成摇滚乐 
 歇斯底里救世界 有什麼不对 
 喔 再憔悴都奉陪 
 喔 再轮回我都不会累 
 浅尝即止太浪费 
 麻痹了味蕾 连狩猎都失去滋味 
 有感情不怕发挥 有欲望为何要荒废 
 不爱则已无所谓 一爱就要崩溃 
 别怪我天生太热血 把梦变成摇滚乐 
 歇斯底里救世界 有什麼不对 
 喔 叫热泪都煮沸 喔 叫触须更敏锐 
 喔 叫一万次都不会累 
 理智深埋在知觉的墓碑 感性万岁想入非非 
 多一点我要多一点 快一点谁还慢一点 
 临界点没有边界 不检点让我自便 
 怪我天生太热血 把梦变成摇滚乐 
 歇斯底里救世界 有什麼不对 
 喔 用一生去体会 
 喔 疯狂去体会 (谁叫这世界太美) 
 喔 歇斯底里忠於感觉 
 理智深埋在知觉的墓碑 感性万岁想入非非 
 喔 谁比谁狼狈 (其实都没差别) 
 喔 谁比谁快一步陶醉 
 喔 谁比谁先获得智慧 
 理智深埋在知觉的墓碑 感性万岁想入非非 
 歇斯底里救世界
				",林宥嘉,陈信延,Terrytyelee,Terrytyelee,1977,1043
另一个自己Another Me,感官/世界,"
				我发射我的歌当作讯号
去找你或被你 找到
我升起我的梦当成座标
去导引你前来 拥抱
不同的脸孔 但同步心跳 同一套细胞

我就是你 你就是我 另一个自己
我在这里 你在哪里 哪天能相遇
你寂寞吗

不被谁了解 有什么重要
这世界上有你 就好
不同的姓名 但同样渺小 又同样骄傲


制作人：陈伟 For Take One Music
助理制作：姜智杰
编曲：宋念宇
吉他：黄冠龙
鼓：宋念宇
和声编写&和声：宋念宇
录音师：陈伟
混音工程师：陈伟
录音室：Take One/铁碗 Studio
混音录音室：Take One/铁碗 Studio
				",林宥嘉,施人诚,宋念宇,宋念宇,2002,1067
感同身受MVSense,感官/世界,"
				林宥嘉 - 感同身受

作词:林夕  作曲:Skot Suyama



有谁流过眼泪 请说
有谁没有哭过 请说
你也怎么能爱过 如果那个是我
可能比你更失落

我想说 每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都是平起平坐
全世界的脉搏（像你像我）
让我们用心抚摸（是你是我）
别人的眼泪随时来自你和我的双眼
有那么多人在寂寞 就没有人寂寞

有谁曾经要死要活
想象连呼吸也很难过
给我会怎么做 有同样的遭遇
是否有相同结果

我想说 每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都是平起平坐
在同一本小说（像你像我）
主角无分你我（是你是我）
别人的遗憾当中看到自己犯过的错
有那么多人在寂寞 就没有人寂寞

（那些笑容）都是为了什么
（那些折磨）是怎么样解脱
（让人快乐）我们都会快乐
（让人寂寞）谁还敢说寂寞
				",林宥嘉,林夕,Skot Suyama,Skot Suyama,23316,2577
