歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
PG家长指引 (Live),DUO 陈奕迅2010演唱会,"
				你要陪住我你要陪住我你要陪住我我怕发恶梦
被梦魇压着身哭不出声音眼看有意外要发生
你要陪住我你要陪住我你要陪住我我怕过马路
步步也像无心疏忽交通灯记挂你会让我分心
很多人恋爱很少人勇敢得对爱满怀信心
你要陪住我你要陪住我
你要陪住我我怕我有病
望着支探热针烧得这么滚却欠缺你为我担心
很少人知道很多人有心将爱侣当成至亲
问我怎能如儿童还须成人陪同
孩子的心理愿你都懂
成长期无穷谁都停不了愿终生得宠盼家长指引
怎么可以一生骄纵
问我怎能如儿童还须情人陪同男人的心理愿你都懂
危险期无穷谁都不相信是终生得宠我不分轻重
只想给你好好的哄

你要陪住我你要陪住我你要陪住我我怕你拒绝
尽量迫你着紧假装很天真告诉你你像我母亲
你共我盼望好比拥有血缘那样近
				",陈奕迅,,,,2440,290
那一夜有没有说 (Live)MV,DUO 陈奕迅2010演唱会,"
				云 在赶月
路低声说 
就翻风雪 

寒 十一月 
游人望乡心切 
此际的 空气冷冽 

像当天感叹般凄绝

人 在惜别 
十分想说 
愿一起赏雪 

我 笨且拙 
从来大意善忘 
拥抱间 该有说吧 

像飞霜初降般轰烈 

但 是否真的有这场雪 
但 是否真的有清心直说

如没说 一生都亏欠 

有雪吧 让记忆景像更(加)深远 
有说吧 为挂牵写上壮丽完结篇 
(听)细说下 未了的心愿 埋在那天 
心底空缺 被那点说白盖掩 

有雪吧 让记忆景像更(加)深远 
有说吧 为挂牵写上壮丽完结篇 
(听)细说下 未了的心愿 埋在那天 
心底空缺 被那点说白盖掩 

前路不断 在雪下前 泪要落完
				",陈奕迅,黄伟文,陈奕迅,,360,48
反高潮 (Live),DUO 陈奕迅2010演唱会,"
				这秒钟 十分感动
接下来 只可以更加激进
如若要平庸 十一分的平庸
「微笑」「大笑」后必须「发疯」
动不动 就很感动
纵坏时 生死也懒得起哄
娱乐再无穷 但本质都雷同
矛盾渐进就己是沉沦
留得住高潮
如何留得住高潮
一招了 太过少
灵与欲已升级了
怎可再跌落寂寥
这十八层怎么跳
这道断桥即管跳
敌不动 自己不动
厚面皮 一刀剌进都不痛
危难中儿童 撞冰山的邮轮
难煽动我又满面愁容
不清楚 怎么纵坏了
不得了 想得到 得到了嫌少
这一秒 只知多么需要
心不死
我最多情感渐失调
糟了
最近连高潮都停不了
连高潮都烦扰
				",陈奕迅,黄伟文,陈奕迅,王双骏,1113,165
一丝不挂 (Live)MV,DUO 陈奕迅2010演唱会,"
				分手时内疚的你一转脸
为日後不想有甚麽牵连
当我工作睡觉祷告娱乐那麽刻意过好每天
谁料你见松绑了又愿见面

谁当初想摆脱被围绕左右
过後谁人被遥控於世界尽头
勒到呼吸困难才知变扯线木偶
这根线其实说到底 谁拿捏在手

不聚不散 只等你给另一对手擒获
那时青丝 不会用上余生来量度
但我拖着躯壳 发现沿途寻找的快乐
仍系於你肩膊 或是其实在等我舍割
然後断线风筝会直飞天国

这些年望你紧抱他出现
还凭何担心再互相纠缠
给我找个伴侣找到留下你的足印也可发展
全为你背影逼我步步向前

如一根丝牵引着拾荒之路
结在喉咙内痕痒得似有还无
为你安心我在微笑中想吐未吐
只想你和伴侣要好才顽强病好

不聚不散 只等你给另一对手擒获
以为青丝 不会用上余生来量度
但我拖着躯壳 发现沿途寻找的快乐
仍系於你肩膊 或是其实在等我舍割
然後断线风筝会直飞天国

一直不觉 綑绑我的未可扣紧承诺
满头青丝 想到白了仍懒得脱落
被你牵动思觉 最後谁愿缠绕到天国
然後撕裂躯壳 欲断难断在 不甘心去舍割
难道爱本身可爱在於束缚
无奈你我牵过手 没绳索
				",陈奕迅,林夕,Christopher Chak,Gary Tong,886,226
单车 (Live),DUO 陈奕迅2010演唱会,"
				不要不要假设我知道
一切一切也都是为我而做
为何这么伟大　如此感觉不到
不说一句的爱有多好
只有一次记得实在接触到...
骑着单车的我俩　怀紧贴背的拥抱
难离难舍想抱紧些　茫茫人生好像荒野
如孩儿能伏于爸爸的肩膊　谁要下车
难离难舍总有一些　常情如此不可堆卸
任世间再冷酷　想起这单车还有幸福可借
任世间怨我坏　可知我只得你承受我的狂或野

经已给我怎会看不到
虽说演你角色实在有难度
从来虚位以待　何不给个拥抱
想我怎去相信这一套
多疼惜我却不便让我知道
怀念单车给你我　唯一有过的拥抱
难离难舍想抱紧些　茫茫人生好像荒野
如孩儿能伏于爸爸的肩膊
哪怕遥遥长路多斜
你爱我爱多些　让我他朝走得坚壮些
你介意来爱护　又靠谁施舍
				",陈奕迅,黄伟文,柳重言,柳重言,899,158
等 (Live),DUO 陈奕迅2010演唱会,"
				等 寂寞到夜深 夜已渐荒凉
夜已渐昏暗 莫道你在选择人
人亦能选择你
公平原没半点偏心
苦涩 慢慢向著心里渗
何必抱怨 曾令醉心是谁人
自愿吻别心上人
糊涂换来一生泪印
何故明是痛苦伤心
还含著笑装开心
今宵的你可怜还可悯
目睹她远去 她的脚印心中会永印
糊涂是你的一颗心
他朝你将无穷的后悔
这一生你的心里满哀困

苦涩 慢慢向著心里渗
何必抱怨 曾令醉心是谁人
自愿吻别心上人
糊涂换来一生泪印
何故明是痛苦伤心
还含著笑装开心
今宵的你可怜还可悯
目睹她远去 她的脚印心中会永印
糊涂是你的一颗心
他朝你将无穷的后悔
这一生你的心里满哀困
				",陈奕迅,郑国江,陈百强,,10308,1051
Mr Lonely (Live)MV,DUO 陈奕迅2010演唱会,"
				こんな僕でも　やれることがある
即使像我这样 我也有我能做的事情

頑張って　ダメで　悩んで
努力过 失败过 烦恼过

汗流して　できなくって
流着汗 受到挫折

バカなやつだって　笑われたって
人家笑我傻笑我笨

涙こらえて
我忍住泪水

何もないけど
虽然我一无所有

いつでも　野に咲く花のように　君が優しかったから
但因为你就像绽放在野外的花朵般 一直那么温柔

僕は　元気でいるから
才让我能够保持振作

どんな時でも　どんなことにでも
无论何时 无论何地

人の気持ちになって
只要能设身处地

この心が痛むなら
感受别人的心痛

むだなことだって　言われたって
哪怕人家说这些都是白费工夫

かまわないから
我也不在乎

何もないけど
虽然我一无所有

なかよく　野に咲く花のように　君と暮らしていた頃を　思って
但只要想到和你共同生活的那段日子 一如绽放在野外的花朵般和睦

元気でいるから
我便能够保持振作

むくわれないことが　多いだろうけど
虽然不如意的事很多

願いをこめて
但我依然期许

何もないけど
虽然我一无所有

僕らは　野に咲く花のように　風に吹かれていたって
但我们像绽放在野外的花朵一般任凭任风吹打

いつでも　どんな時でも
无论在什么时候

何もないけど
虽然我一无所有

君のために　野に咲く花のように　遠く離れていたって
但为了哪怕彼此远离也一如绽放在野外的花朵一般

笑って 元気でいるから
我也能笑着振作
				",陈奕迅,玉置浩二,玉置浩二,,1737,240
我什么都没有 (Live)MV,DUO 陈奕迅2010演唱会,"
				我什么都没有(live版)
曲:陈伟
词:林夕
编:林健华

我没有我没有没有
从运气到信心到天空宇宙全属某某
未明何处有售
我没有理会有没有
连伴侣也要花费多几倍力才望个够
但仍然难拥有
曾爱惜的总要放手
难接手的又来等候
如我爱你你爱的他都要走
同样犯不着哀求
遗憾够

还要去张开笑口
连梦里也会觉得快乐难求
连泪光都光不过黑夜尽头
不过不过我不用难受
像我对你也不敢讲永久
连天都知这琐碎悲哀背后
oh no 
一切都不算得罕有

我没有我没有没有
从乐趣到痛苦到悲欢爱恨全被折扣
亦沿门去听候
我没有理会有没有
连玩意也要花费多几倍力才玩个够
命途无奇不有

曾爱惜的总要放手
难接手的又来等候
如我爱你你爱的他都要走
同样犯不着哀求
遗憾够

还要去张开笑口
连梦里也会觉得快乐难求
连泪光都光不过黑夜尽头
不过不过我不用难受
像我对你也不敢讲永久
连天都知这琐碎悲哀背后
oh no 
一切都不算得罕有

oh......wo......
梦里也会觉得快乐难求
其实我跟你都不算得罕有
				",陈奕迅,林夕,陳偉,林建華,2000,154
抱拥这分钟 (Live)MV,DUO 陈奕迅2010演唱会,"
				曲/监:Jim Lee
词:潘源良 编:Lorn Leber


忘记了世界这分钟
跌进了这爱的裂缝
燃亮烛光
只管相拥
来占据了这晚星空
捉紧一刹那的认同
如梦的将来
尽管一点不懂
完全明白是放纵
但是只得这刻可相信
未来又怕会
终于都扑空
你叫我最快乐你也叫我最心痛
爱在迷惘中
你叫我最渴望
却也叫我猜不中
谁可以这样折衷

曾与你爱过却匆匆
过去己有太多类同
谁在心中
怎猜得准
能跌进这晚爱火中
彷佛一切已经共同
仍是不敢祈求
热恋多一分钟 
要说永远爱吧
却怕仍然未相信
永未能看通
要说这晚算吧
却觉爱己经失控
宁愿再继续抱拥 

Oh......
相拥......
心痛......
				",陈奕迅,,,,1046,145
The End of the World (Live)MV,DUO 陈奕迅2010演唱会,"
				Why does the sun go on shining?
Why does the sea rush to shore?
Don't they know it's the end of the world
'Cause you don't love me anymore?

Why do the birds go on singing?
Why do the starts glow above?
Don't they know it's the end of the world
It ended when I lost your love

I wake up in the morning and I wonder
Why everything is the same as it was
I can't understand, no, I can't understand
How life goes on the way it does!

Why does my heart go on beating?
Why do these eyes of mine crying?
Don't they know it's the end of the world?
It ended when you said goodbye

Why does my heart go on beating?
Why do these eyes of mine crying?
Don't they know it's the end of the world?
It ended when you said goodbye
				",陈奕迅,Sylvia Dee,Arthur Kent,,865,238
我的世界末日 (Live),DUO 陈奕迅2010演唱会,"
				<我的世界末日>
专辑:《天佑爱人》

或听过在某一日
全世界地震
建筑一一的倾侧
我不担心　只要继续甜蜜
或听过来到七月
全世界落雪
怪婴一息间诞生
有你天空不会暗 不会灰
生于世纪末
不信天书 相信美丽的生活
要是我旁边有你　谁害怕世界末日
跟你天堂接吻　还是与你跌落十八层
要是你离开了我　平日也变作末日
当你不同行　就如即刻宣判我末日

或听过在某一日　被臭氧围困
四方急急升高温
我不担心　只要继续甜蜜
或听过在两千年
全世界大变
有粒天魔星降生

编辑人-笨鸵鸟
				",陈奕迅,"王, 雙駿 / 周, 耀輝",,,321,80
每一个明天 (Live)MV,DUO 陈奕迅2010演唱会,"
				每一个明天(粤)(2010duo陈奕迅演唱会)
陈奕迅

结伴创将来多么的美
你的路 我的途 再也不分己与彼
有浪有风来不舍不弃
每一明天也赠你
未懂占卜 也不懂命理
却可先知我们 同步注定了不起
令我不普通 变得坚毅无忌
(""幕後有一个最大原因 因为你""这句歌词唱错了)
每望向将来都找到你
我所梦 我所期 全部喝采因你起
你是我将来不舍不弃
我的明天创自你
没仰天观星 看星宿日记
无问狮子双鱼 前面有没有惊喜
一早知 几多风吹雨飞
活著也很快乐自寻到你
天佑我的爱人
给她永远笑声并尝对她偏爱
天佑我的爱人
有她不再觉得生命无奈 敢爱

你是我将来不舍不弃
每一明天爱著你
				",陈奕迅,林振強,柳重言,,642,93
明年今日 (Live),DUO 陈奕迅2010演唱会,"
				陈奕迅 - 明年今日


若这一束吊灯倾泻下来
或者我 已不会存在
即使你不爱
亦不需要分开

若这一刻我竟严重痴呆
根本不需要被爱
永远在床上发梦
余生都不会再悲哀

人总需要勇敢生存
我还是重新许愿
例如学会 承受失恋

明年今日 别要再失眠
床褥都改变 如果有幸会面
或在同伴新婚的盛宴
惶惑地等待你出现

明年今日 未见你一年
谁舍得改变 离开你六十年
但愿能认得出你的子女
临别亦听得到你讲再见

人总需要勇敢生存
我还是重新许愿
例如学会 承受失恋

明年今日 别要再失眠
床褥都改变 如果有幸会面
或在同伴新婚的盛宴
惶惑地等待你出现

明年今日 未见你一年
谁舍得改变 离开你六十年
但愿能认得出你的子女
临别亦听得到你讲再见

在有生的瞬间能遇到你
竟花光所有运气
到这日才发现
曾呼吸过空气
				",陈奕迅,梁偉文(PKA 林夕),陳小霞,,5765,978
Every Time We Say Goodbye (Live),DUO 陈奕迅2010演唱会,"
				Everytime We Say Goodbye Lyrics
We love each other so deeply
That I ask you this, sweetheart
Why should we quarrel ever
Why can't we be enough clever
Never to part
Everytime we say goodbye
I die a little
Everytime we say goodbye
I wonder why a little
Why the gods above me
Who must be in the know
Think so little of me
They allow you to go
When you're near
There's such an air
Of spring about it
I can hear a lark somewhere
Begin to sing about it
There's no love song finer
But how strange the change
From major to minor
Everytime we say goodbye
When you're near
There's such an air
Of spring about it
I can hear a lark somewhere
Begin to sing about it
There's no love song finer
But how strange the change
From major to minor
Everytime we say goodbye
Everytime we say goodbye
				",陈奕迅,,,,117,29
兄妹,你的陈奕迅 国语精选,"
				陈奕迅 - 兄妹
作曲：徐伟贤  填词：林夕
对我好 对我好 好到无路可退
可是我也很想 有个人陪
才不愿把你得罪 于是那么迂回
一时进 一时退 保持安全范围
这个阴谋让我好惭愧
享受被爱滋味 却不让你想入非非
就让我们虚伪
有感情 别浪费
不能相爱的一对
亲爱像两兄妹
爱让我们虚伪
我得到 于事无补的安慰
你也得到 模仿爱上一个人的机会
残忍也不是慈悲
这样的关系你说 多完美
眼看你 看著我 看得那么暧昧
被爱爱人原来一样可悲
为甚么竟然防备 别人给我献媚
不能推 不能要 要了怕你误会
让我想起曾经爱过谁
我所要的她不给 好像小偷一样卑微
就让我们虚伪
有感情 别浪费
不能相爱的一对
亲爱像两兄妹
爱让我们虚伪
我得到 于事无补的安慰
你也得到 模仿爱上一个人的机会
残忍也不是慈悲
这样的关系你说 多完美
				",陈奕迅,"梁, 偉文 (PKA 林夕) / 徐, 偉賢",,,502,74
十年,你的陈奕迅 国语精选,"
				十年
歌手：陈奕迅
如果那两个字没有颤抖
我不会发现 我难受
怎么说出口
也不过是分手
如果对于明天没有要求
牵牵手就像旅游
成千上万个门口
总有一个人要先走
怀抱既然不能逗留
何不在离开的时候
一边享受 一边泪流
十年之前
我不认识你 你不属于我
我们还是一样
陪在一个陌生人左右
走过渐渐熟悉的街头
十年之后
我们是朋友 还可以问候
只是那种温柔
再也找不到拥抱的理由
情人最后难免沦为朋友
★★★
怀抱既然不能逗留
何不在离开的时候
一边享受 一边泪流
十年之前
我不认识你 你不属于我
我们还是一样
陪在一个陌生人左右
走过渐渐熟悉的街头
十年之后
我们是朋友 还可以问候
只是那种温柔
再也找不到拥抱的理由
情人最后难免沦为朋友
直到和你做了多年朋友
才明白我的眼泪
不是为你而流
也为别人而流
				",陈奕迅,"陳, 小霞 / 梁, 偉文 (PKA 林夕)",,,1789,256
